ALL_11529681	1	4.37658	0.0
ALL_11529683	3	8.92627	2.963225396500689
ALL_11529700	1	2.68503	0.0
ALL_11529701	1	3.34929	0.0
ALL_11529714	1	6.40142	0.0
ALL_11529720	1	8.26302	0.0
ALL_11529749	6	0.49437766666666666	0.5287025347920657
ALL_11529756	7	24.884228571428572	2.974098025915605
ALL_11529773	1	0.932855	0.0
ALL_11529790	1	2.08191	0.0
ALL_11661282	1	0.76572	0.0
ALL_11529860	1	1.10734	0.0
ALL_11529876	1	2.5646	0.0
ALL_11529885	1	2.08466	0.0
ALL_11529909	1	0.803503	0.0
ALL_11529915	1	0.008475	0.0
ALL_11529916	5	0.2130652	0.21424146377991352
ALL_11529917	7	3.8225972857142856	2.8589915536559745
ALL_11529960	3	0.975194	0.46761468798431327
ALL_11768575	1	0.692783	0.0
ALL_11529843	4	0.0669425	0.03315081344778737
ALL_11530023	1	0.674215	0.0
ALL_11530030	2	1.1753965	0.31625349999999997
ALL_11530061	3	2.09557	0.36630023532615985
ALL_11530213	1	0.797736	0.0
ALL_11530250	2	2.75878	0.2173299999999998
ALL_11530255	1	1.01388	0.0
ALL_11530261	3	3.4048033333333336	0.6508354699580806
ALL_11530300	1	2.08275	0.0
ALL_11530311	1	2.26465	0.0
ALL_11530324	1	0.736376	0.0
ALL_11530350	7	23.276457142857144	3.08944558126403
ALL_11530786	1	1.11967	0.0
ALL_11530922	1	1.63972	0.0
ALL_11530924	1	0.728365	0.0
ALL_11530942	1	0.708914	0.0
ALL_11530943	1	1.06569	0.0
ALL_11531114	1	5.5572	0.0
ALL_11531169	1	5.56461	0.0
ALL_11531196	7	10.61258	7.38360469184066
ALL_11531198	2	2.07946	0.35334999999999994
ALL_11531293	1	3.11085	0.0
ALL_11531377	2	1.6297860000000002	1.0741340000000001
ALL_11531381	1	1.79244	0.0
ALL_11531384	5	3.0793299999999997	0.6638955852843127
ALL_11531534	1	0.723925	0.0
ALL_11531536	1	0.987933	0.0
ALL_11531567	2	98.66095	38.19605
ALL_11531569	2	113.01245	72.44255000000001
ALL_11531570	4	7.23512	2.005993592848691
ALL_11531581	7	50.77057428571428	41.403955735522544
ALL_11531582	7	167.5614285714286	61.14934318305622
ALL_11531583	4	91.08672499999999	55.14079001135978
ALL_11531587	7	6.770604	5.880828260192995
ALL_11531591	7	377.3827142857143	27.735135610754437
ALL_11531594	5	1.8475563999999998	1.4426118026565011
ALL_11531595	7	3.0400557142857143	1.0370224950151017
ALL_11531606	1	0.6231	0.0
ALL_11531640	7	4.47886	3.7551764574707884
ALL_11531667	6	1.387868833333333	1.2777080992951684
ALL_11531669	1	1.84578	0.0
ALL_11531691	5	1.3143628	1.0735466155496742
ALL_11531692	2	1.429453	0.529337
ALL_11531693	7	7.307072857142858	7.344314523903535
ALL_11531694	7	33.069185714285716	6.640557882206793
ALL_11531695	3	9.138893333333334	1.6326174251659682
ALL_11531729	3	0.5990503333333334	0.39622248209840666
ALL_11531730	5	1.7781548	1.4386262954875249
ALL_11531731	7	4.6149314285714285	2.4568980980812167
ALL_11531733	3	0.9003823333333333	0.40756025408466356
ALL_11531793	2	1.2043975	0.2787825
ALL_11531814	1	11.588	0.0
ALL_11531816	1	1.88235	0.0
ALL_11531835	1	1.44315	0.0
ALL_11531851	6	5.2358416666666665	2.183277183405844
ALL_11531854	1	1.63783	0.0
ALL_11531858	1	1.6082	0.0
ALL_11531866	1	3.07474	0.0
ALL_11531870	1	0.985293	0.0
ALL_11531880	1	1.8624	0.0
ALL_11531900	1	4.27671	0.0
ALL_11531902	1	7.31403	0.0
